OBJECTID,NAME,state,coyote_year_agencies,coyote_map,xcoord_centroid,ycoord_centroid,human.pop2010,area_sqkm,human.pop.dens.2010,BIO12_median,BIO15_median,BIO17_median,snow_mean,tree.canopy_mean.2011,mixed.f.2011,devel.21.22.2011,NPPmedian,NPPstdev,MIXED_FORE.1992,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,huntdays.2004,huntdays.2005,huntdays.2006,huntdays.2007,huntdays.2008,huntdays.2009,huntdays.2010,huntdays.2011,huntdays.2012,huntdays.2013,huntdays.2014,huntdays.2015
1975,Stokes,North Carolina,1994,1990,-80.23,36.4,47351,1238.53,38.272,1199,10,263,6.35,66.978,2.04,6.766,1363.333374,52.94964471,0,76,90,98,121,141,154,191,231,293,376,214,502,577,928,998,992,1213,1361,1155,1208,1499,1303,1783,1623,1659,1978,2209,2347,2647,2221,2611,2233,3188,2479,,,,,,,,,,1062,1324,1233,1057,976
1976,Surry,North Carolina,1977,1990,-80.69,36.41,73694,1431.56,51.463,1188,10,259,6.32,61.011,4.069,9.854,1299.333374,110.2316213,0,128,144,166,148,159,197,206,276,370,390,460,655,625,698,803,786,848,887,985,1058,1134,1116,1376,1354,1521,1598,1896,1904,2094,1934,2211,1786,2145,2068,,,,,,,,,,940,1311,940,987,758
1977,Swain,North Carolina,1947,1990,-83.49,35.48,13988,1440.77,9.704,1615,11,349,8.24,91.497,2.3,3.13,1541.666626,31.56644103,0.02,15,4,4,4,5,11,10,19,26,35,28,22,36,25,28,81,30,60,46,49,58,45,61,78,76,62,92,128,97,110,99,126,140,112,,,,,,,,,,78,87,62,77,68
1978,Transylvania,North Carolina,2003,1990,-82.8,35.2,33094,998.3,33.146,1828,8,432,5.05,85.809,2.972,7.865,1542.666626,26.42810831,0,164,178,167,164,114,111,122,254,212,305,198,208,241,238,228,228,186,225,170,214,211,189,203,187,235,249,182,226,222,202,225,235,187,191,,,,,,,,,,197,252.5,172,144,165
1979,Tyrrell,North Carolina,1987,1990,-76.22,35.81,4417,987.86,4.461,1290,22,253,3.73,60.076,0.056,2.683,1635.166748,162.0376397,0,83,78,114,132,155,191,255,208,339,333,425,393,598,581,606,652,935,1346,1059,954,1085,833,622,859,839,798,1044,990,1022,1175,1017,932,956,755,,,,,,,,,,213,251,250,132,203
1980,Union,North Carolina,1994,1990,-80.53,34.99,202206,1657.54,121.44,1174,14,253,2.55,42.341,1.905,12.134,1035.333374,112.1553108,0.14,17,16,29,21,63,35,62,78,105,154,186,309,369,458,618,735,797,1085,1110,1027,1212,956,1197,1260,1471,1641,1906,1740,2091,2141,2247,2399,2951,3062,,,,,,,,,,1373,1084,991,1119,896
1981,Vance,North Carolina,2003,1990,-78.41,36.36,45426,719.27,63.15,1122,11,248,5.3,62.563,7.078,9.144,1189.666748,70.09350853,0,177,278,309,306,392,438,478,459,532,586,711,782,885,793,816,787,669,1046,1018,902,1325,846,1194,1223,1147,1458,1716,2079,1775,1880,1726,2028,2592,886,,,,,,,,,,462,582,713,721,428
1982,Wake,North Carolina,1970,1990,-78.65,35.78,906969,2198.75,409.775,1149,14,246,4.21,54.808,4.954,29.877,1142.666626,167.593796,0,53,112,84,105,38,131,209,297,425,488,603,780,1012,1141,1232,1035,1435,1645,1640,1677,2099,1585,2094,2035,1995,2284,2584,2778,2861,2835,2639,2878,3279,1877,,,,,,,,,,1307,1383,1324,1246,1302
1983,Warren,North Carolina,1990,1990,-78.11,36.4,20931,1180.67,17.763,1126,12,248,5.58,73.235,4.661,5.553,1520.333374,127.2816282,2.03,675,832,913,1016,1036,1175,1825,1621,1631,2045,2186,3106,3504,3137,2913,2876,2759,2776,2616,2229,2497,1755,2133,2144,2188,2656,2922,3020,2623,2587,2532,2639,3010,1624,,,,,,,,,,674,1087,815,728,454
1984,Washington,North Carolina,1983,1990,-76.58,35.83,13206,1005.47,13.156,1275,22,244,3.59,40.228,0.4,4.498,1370.5,176.2728993,0,159,188,153,221,216,339,369,318,592,823,810,713,1244,1062,936,1189,1312,1335,1484,1430,1439,1329,1262,1206,1247,1295,1655,1686,1659,1745,1651,1611,1579,1472,,,,,,,,,,457,419,313,425,390
1985,Watauga,North Carolina,1996,1990,-81.69,36.22,51041,818.93,62.373,1421,10,304,15.68,77.647,1.798,9.064,1518,39.24059086,0.15,19,21,10,23,35,35,55,93,104,113,192,341,318,356,340,433,500,469,653,637,599,804,839,850,983,1017,1163,1291,1511,1618,1774,1477,1513,1328,,,,,,,,,,612,704,604,448,466
1986,Wayne,North Carolina,1992,1990,-78.01,35.36,122907,1437.68,85.292,1237,24,232,3.19,38.062,2.059,9.904,963,34.77053179,9.58,40,54,47,70,71,104,135,164,231,263,296,303,403,375,311,420,395,615,590,646,780,723,856,940,1076,1330,1537,1647,1480,1640,1525,1642,1703,1500,,,,,,,,,,890,858,794,733,731
1987,Wilkes,North Carolina,1994,1960,-81.16,36.2,69287,2000.54,34.661,1244,10,270,6.53,73.848,6.173,5.553,1489.666626,83.20198186,2.7,388,509,627,573,651,758,892,1157,1287,1422,1621,2559,2347,2568,2674,2588,3072,2726,3036,3556,3508,3485,4390,3945,4249,4289,4580,4135,4546,3667,4222,2232,3512,2956,,,,,,,,,,2245,2156,1592.5,1551,1406
1988,Wilson,North Carolina,1998,1920,-77.92,35.7,81359,945.32,85.933,1175,18,231,3.92,42.957,1.896,10.381,947.833374,27.70880237,0,12,11,9,14,35,35,46,50,80,75,102,95,163,250,256,298,310,493,668,656,824,637,768,917,932,1059,1157,1075,1245,1108,1100,1130,1214,904,,,,,,,,,,500,821,700,603,599
1989,Yadkin,North Carolina,1994,1950,-80.66,36.15,38425,868.18,44.237,1187,9,263,6.48,49.903,1.41,8.854,1130.666626,79.85987794,9.19,117,93,99,124,121,142,199,225,284,357,447,728,840,1016,1133,1101,1266,1208,1230,1371,1442,1398,1641,1450,1508,1679,1570,1716,1720,1727,1893,1562,1788,1653,,,,,,,,,,752,1059,789,706,798
1990,Yancey,North Carolina,1990,1950,-82.31,35.89,17794,808.26,22.045,1373,10,306,10.1,83.709,2.092,5.532,1521.166748,24.70966502,0,204,201,203,238,213,180,294,294,319,451,407,605,500,496,469,408,485,440,533,502,438,687,655,732,828,1001,1081,952,1094,880,1131,1051,1129,926,,,,,,,,,,437,440,576,462,193
2044,Adams,Ohio,1985,1950,-83.48,38.84,28550,1554.95,18.361,1086,17,226,17.06,53.003,0.608,4.399,1237,192.8051382,7.57,326,397,529,586,528,605,924,1033,1001,1104,1306,1428,1571,1910,2170,1997,1964,1304,1352,1569,2546,2919,3176,3620,3211,4199,3971,4231,4481,3913,4208,4097,3849,3280,4157,,,,,,,,,,,,,
2045,Allen,Ohio,1985,1930,-84.1,40.77,106205,1047.55,101.504,895,21,165,44.72,9.523,0,15.395,833,18.2376444,0,113,115,110,101,95,128,144,208,301,324,394,392,552,623,543,306,289,287,340,447,580,721,630,906,695,740,855,846,1002,1292,1038,1106,1057,1028,1102,,,,,,,,,,,,,
2046,Ashland,Ohio,1980,1950,-82.27,40.84,53127,1082.79,49.076,966,21,178,47.1,29.456,0.022,8.212,871.333313,8.376376715,0,523,549,738,666,625,731,1302,1047,1197,1175,1228,1207,1526,1976,1934,1696,1510,886,999,1294,1483,1657,2882,2753,2868,3224,3354,3329,3424,3336,2894,3124,2933,2904,3026,,,,,,,,,,,,,
2047,Ashtabula,Ohio,1980,1950,-80.75,41.71,101429,1880.2,53.982,1027,17,189,56.01,42.261,0.018,9.566,1044.333374,75.57345486,1.84,501,553,663,707,733,1156,1254,1410,2209,1830,2260,2519,2271,3000,3336,2830,2460,1387,1793,2148,2506,3347,4753,4623,4480,5096,5223,6448,5298,5333,4645,4927,4982,4418,4844,,,,,,,,,,,,,
2048,Athens,Ohio,1985,1940,-82.04,39.33,64770,1332.19,48.609,1024,17,209,13.84,63.116,0.022,7.708,1387.666626,80.13312921,4.66,1858,2010,2218,2762,2462,2351,2494,3851,2196,2403,2874,3223,3237,4101,4327,4084,5078,4165,4922,4649,4902,5954,5069,5398,4654,5124,4858,5326,5577,4256,4384,4355,4053,3317,3979,,,,,,,,,,,,,
2049,Auglaize,Ohio,1985,1950,-84.21,40.56,45939,1045.28,43.959,901,21,164,43.86,7.682,0.002,8.631,840,16.21723594,0,86,99,131,131,93,104,189,281,349,399,382,325,544,545,513,275,243,255,289,339,431,537,589,548,609,677,806,776,813,737,731,981,789,787,828,,,,,,,,,,,,,
2050,Belmont,Ohio,1980,1940,-80.99,40.01,70319,1396.53,50.411,1037,18,206,26,49.629,0.009,8.436,1194.833252,144.7840786,5.11,972,1088,1367,1495,1345,1042,1302,1838,2025,2025,2786,2920,3078,3383,3918,3424,3313,2336,2541,3878,4183,5271,4373,5261,4916,5371,4955,5833,6160,5247,4785,4695,3953,3130,3205,,,,,,,,,,,,,
2051,Brown,Ohio,NA,1940,-83.87,38.93,44857,1288.99,34.792,1105,17,228,21.95,30.427,0.693,5.873,885.666687,100.1396206,15.71,304,424,503,484,500,836,881,936,978,1027,1216,1286,1399,1894,1984,1667,1492,1021,1086,1405,1944,2478,2415,2766,3034,3329,3409,3632,3333,3379,3086,2916,2527,2596,2754,,,,,,,,,,,,,
2052,Butler,Ohio,1980,1940,-84.57,39.44,368630,1232.05,298.795,1036,18,208,24.54,20.538,0.169,26.714,911.666626,10.07961737,17.34,44,64,84,138,151,225,296,376,521,561,797,761,803,1042,1186,1121,1027,596,732,707,918,1167,1144,1225,1306,1588,1575,1569,1757,1652,1583,1490,1503,1392,1382,,,,,,,,,,,,,
2053,Carroll,Ohio,1943,1940,-81.09,40.58,28800,1039.05,27.752,972,19,189,37.72,47.505,0.027,6.581,1297.333374,95.38696071,23.06,942,1007,1213,1338,1357,987,1128,1862,1771,1893,2248,2591,2419,2434,2976,2498,2125,1337,1493,1873,1951,2165,3490,3830,4476,5008,4917,5997,5809,5721,4751,4791,4205,3406,3557,,,,,,,,,,,,,
2054,Champaign,Ohio,1985,1950,-83.77,40.13,40025,1128.03,35.546,961,21,179,39.58,12.617,0.008,6.704,864.833374,18.07921212,1.66,208,271,304,300,289,435,625,896,774,921,1135,982,1098,1584,1374,1107,621,566,653,837,887,1301,1503,1420,1541,1655,1783,1718,1837,1704,1614,1449,1243,1317,1242,,,,,,,,,,,,,
2055,Clark,Ohio,1980,1950,-83.78,39.91,138193,1043.08,132.62,978,20,185,36.24,12.742,0.02,15.061,888.833313,27.35773368,11.35,58,69,74,94,104,192,255,300,485,506,630,589,595,924,869,711,446,426,434,550,548,835,827,787,808,913,920,897,975,967,930,857,780,755,759,,,,,,,,,,,,,
2056,Clermont,Ohio,NA,1940,-84.15,39.04,197604,1222.45,161.449,1088,16,223,19.06,40.733,0.474,12.839,910.333374,73.80888852,6.2,165,232,303,326,326,355,542,597,689,819,1113,1209,1474,1949,2685,2428,2441,2154,1636,1800,2219,2874,2557,2317,2828,3154,3403,3439,3651,3723,3304,3126,2833,2691,2821,,,,,,,,,,,,,
2057,Clinton,Ohio,1985,1950,-83.81,39.41,41930,1115.17,37.698,1039,19,212,32.19,12.049,2.778,6.968,870.833313,34.58389173,5.62,29,35,49,80,96,145,238,281,461,443,575,518,672,908,878,744,708,398,478,630,860,954,977,1285,900,1010,1033,1049,1114,1103,1015,997,883,915,789,,,,,,,,,,,,,
2058,Columbiana,Ohio,1985,1930,-80.78,40.77,107800,1373.11,78.538,959,18,186,42.16,39.887,0.018,12.557,1100,159.1991084,10.94,756,849,951,652,678,969,936,1467,1473,1578,1967,2130,2149,2534,2512,2164,2067,1224,1322,1771,1792,2270,3320,3320,3874,4519,4293,4694,4764,4627,3843,3863,3670,2996,3299,,,,,,,,,,,,,
2059,Coshocton,Ohio,1980,1920,-81.91,40.3,36875,1506.2,24.499,984,20,188,30.34,48.7,0.01,7.234,1207.5,128.513569,5.36,2237,2585,2992,3375,3292,3381,3542,3457,3337,3354,4262,4041,4139,5342,5467,4813,4745,3086,3388,5180,5604,7477,6755,7799,7746,8656,8417,9564,9633,8838,7972,7353,6272,5729,5700,,,,,,,,,,,,,
2060,Crawford,Ohio,1985,1940,-82.91,40.85,43718,1024.37,42.742,941,22,175,47.82,9.735,0.491,8.95,822.5,19.2701752,13.31,210,214,187,135,159,202,235,312,285,330,350,439,620,758,815,806,424,378,422,502,590,664,1058,1078,1093,1152,1161,1248,1360,1237,1110,1229,1033,1084,1165,,,,,,,,,,,,,
2061,Cuyahoga,Ohio,1985,1940,-81.65,41.42,1278208,1251.65,1022.748,950,15,189,43.5,28.383,0.04,55.014,1044.833252,721.8055238,22.3,6,5,8,17,18,16,15,33,38,54,68,96,141,245,349,309,327,300,337,376,391,405,445,482,417,517,653,681,639,629,692,712,681,726,814,,,,,,,,,,,,,
2062,Darke,Ohio,1980,1950,-84.61,40.13,52968,1575.88,33.606,945,20,179,40.29,6.043,0.005,7.211,836.166687,18.03422429,4.12,51,69,70,73,75,185,183,258,365,381,437,459,624,647,655,381,387,342,338,368,428,501,581,590,599,653,787,775,861,844,819,999,589,730,738,,,,,,,,,,,,,
2063,Defiance,Ohio,1939,1940,-84.48,41.32,39007,1080.55,36.127,870,21,158,48.42,9.758,0.003,7.503,821.166626,14.25066304,9.82,591,369,323,325,260,372,532,788,893,860,951,788,1003,1075,928,675,551,531,572,734,797,982,1023,1591,1062,1156,1200,1540,1593,2042,1757,1902,1576,1724,1767,,,,,,,,,,,,,
2064,Delaware,Ohio,1980,1950,-83,40.28,175250,1238.75,140.637,959,21,180,36.43,16.223,0.009,16.161,895.333313,17.96570706,0,335,393,436,535,580,526,607,613,680,768,836,917,1069,1483,1646,1491,1459,1072,1207,1300,1481,1887,2074,1697,1909,1793,2109,2147,2296,2123,1943,1888,1516,1586,1684,,,,,,,,,,,,,
2065,Erie,Ohio,1980,1920,-82.6,41.35,77070,652.9,118.056,890,21,164,43.05,18.868,0.002,13.409,858.333313,24.98498334,0,87,77,91,63,60,130,157,240,284,280,313,337,437,517,486,311,273,288,331,421,437,495,515,717,496,842,680,684,693,643,689,604,760,951,750,,,,,,,,,,,,,
2066,Fairfield,Ohio,1985,1970,-82.63,39.74,146351,1345.49,108.627,998,20,191,31.77,24.333,0.012,11.258,910,102.7199918,0,591,674,740,908,907,1023,1013,1059,1053,1164,1359,1455,1740,2108,2218,2178,2121,1461,1601,2200,2484,2885,2637,2735,2778,3025,3130,3009,3324,3059,2741,2595,2245,1931,1955,,,,,,,,,,,,,
2067,Fayette,Ohio,1980,1950,-83.46,39.56,29043,1061.91,27.338,1002,19,195,33.74,4.906,1.472,6.051,833.166626,15.76845956,0,25,38,53,49,64,113,170,167,321,334,423,397,520,600,600,483,267,213,267,283,260,296,498,375,359,390,388,377,447,333,282,301,293,380,310,,,,,,,,,,,,,
2068,Franklin,Ohio,1980,1940,-83.01,39.96,1165897,1457.64,798.149,956,20,184,28.58,14.603,0.019,38.645,884.833374,601.3546516,0,61,87,92,158,188,188,260,649,279,362,373,373,442,696,951,832,759,804,785,891,955,941,997,797,917,912,912,893,1065,829,846,875,719,791,817,,,,,,,,,,,,,
2069,Fulton,Ohio,1980,1950,-84.12,41.6,42669,1067.85,39.985,863,20,160,48.21,7.136,0.001,7.987,803,11.58086617,0,207,213,191,235,241,256,290,356,424,438,421,364,630,660,527,398,362,488,396,475,508,541,593,538,630,686,731,830,785,1029,846,973,859,736,802,,,,,,,,,,,,,
2070,Gallia,Ohio,1985,1940,-82.32,38.82,30955,1242.98,24.887,1057,16,222,11.54,55.726,0.104,6.978,1249.333252,121.6330632,0,1083,1175,1405,1949,1862,2022,2104,2119,2208,2488,3344,3672,4108,5088,5060,4732,5391,4156,5323,4342,4381,4657,3808,4115,3965,4273,3963,4055,3998,3556,3435,3356,2899,2564,2914,,,,,,,,,,,,,
2071,Geauga,Ohio,1978,1940,-81.17,41.5,93408,1012.36,92.249,1040,15,203,60.28,47.168,0.06,15.854,1239.333374,95.32396995,0,196,166,243,233,309,386,405,531,708,735,1018,1150,1215,1578,1949,1812,1519,1128,1380,1711,1676,1984,1990,2014,2160,2434,2533,2762,2551,2463,2422,2110,1851,1859,1886,,,,,,,,,,,,,
2072,Greene,Ohio,1985,1940,-83.89,39.69,161605,1060.45,152.363,996,19,194,31.58,16.473,1.955,18.058,881.333374,27.21404033,0,28,33,46,91,63,124,202,238,394,416,540,554,705,973,879,798,747,414,465,572,945,1104,1019,987,971,1047,1153,1037,1154,1075,1073,1096,956,850,835,,,,,,,,,,,,,
2073,Guernsey,Ohio,1920,1950,-81.49,40.05,40033,1374.64,29.162,974,19,188,24.67,51.323,0.002,8.733,1271.166626,88.663543,0,2030,2358,2466,3007,2787,3221,3253,3154,3311,3338,3949,4080,4348,5451,5375,4447,4749,2679,3223,4405,4926,6440,5547,7477,6424,7511,7212,7916,8289,6991,6432,6097,5308,4182,4435,,,,,,,,,,,,,
2074,Hamilton,Ohio,1985,1920,-84.54,39.19,802252,1100.57,729.053,1060,17,216,14.07,36.23,0.051,40.313,1052.333374,63.24609683,33,62,92,102,152,168,228,243,374,442,466,668,720,758,990,1279,1314,1253,1299,1398,1509,1403,1774,1578,1321,1651,1897,1819,1717,2050,2142,2256,2165,2073,1743,2007,,,,,,,,,,,,,
2075,Hancock,Ohio,1985,1950,-83.66,41,74727,1400.92,53.381,889,22,163,46.32,6.574,0,9.632,803.833374,8.431866353,11.56,251,236,198,180,165,221,258,369,395,400,460,440,696,776,643,390,436,381,394,507,610,852,921,1209,1379,1622,1598,1546,1916,1465,1189,1336,908,1117,1185,,,,,,,,,,,,,
2076,Hardin,Ohio,1980,1950,-83.65,40.66,32065,1226.41,26.14,910,22,170,46.23,7.837,0.001,6.587,826.166626,17.27160675,28.97,265,267,261,275,236,286,389,518,727,712,785,659,823,1088,881,412,407,406,500,609,646,818,734,1174,1133,1406,1438,1288,1646,1374,1145,1296,1208,1149,1270,,,,,,,,,,,,,
2077,Harrison,Ohio,1941,1950,-81.08,40.29,15851,1083.22,14.645,986,19,193,30.7,49.729,0.006,6.892,1258,109.6450926,17.74,1985,2385,2532,2466,2283,1645,2806,2846,2829,3083,3205,3688,3880,4687,4564,3362,3182,2406,2742,3971,4518,5928,5049,5233,5414,6169,6334,7454,8043,6965,5717,5300,4533,3448,3787,,,,,,,,,,,,,
2078,Henry,Ohio,1942,1940,-84.06,41.33,28186,1135.63,24.845,870,20,161,48.68,4.352,0.008,7.271,808,9.93870606,20.66,124,131,97,90,62,91,101,167,316,352,396,299,510,470,309,256,245,236,216,248,282,348,430,755,509,569,600,746,733,940,723,744,642,697,684,,,,,,,,,,,,,
2079,Highland,Ohio,1985,1960,-83.6,39.18,43554,1438.88,30.294,1065,18,219,27.4,25.936,0.357,5.706,904.833374,59.03642062,12.85,216,304,381,463,459,852,979,1061,1139,1122,1439,1461,1690,2103,2328,1958,1854,1054,1072,1308,2028,2410,2574,2423,2669,3025,3047,3227,3554,3435,3304,3233,2714,2662,2919,,,,,,,,,,,,,
2080,Hocking,Ohio,1946,1950,-82.48,39.49,29374,1115.82,26.33,1023,20,199,20.78,70.431,0.013,6.113,1360.5,91.33007481,12.66,1380,1478,1608,2131,1786,1881,1959,1917,1847,2218,2603,3168,3356,4383,4358,4681,4911,4016,5373,4011,4137,5279,4527,4646,4185,4803,4686,4921,5430,4221,4348,4187,3514,2858,3727,,,,,,,,,,,,,
2081,Holmes,Ohio,1985,1950,-81.92,40.56,42382,1130.22,37.485,971,21,181,38.93,34.529,0.003,7.219,923.166626,66.12154399,4.89,956,1296,1389,1503,1388,994,1181,1649,1716,1643,2106,2244,2168,2921,2908,2646,2314,1666,2004,3136,3605,4992,4426,5044,5108,5732,5802,6320,6209,5635,4747,4535,3958,3626,3717,,,,,,,,,,,,,
2082,Huron,Ohio,1943,1950,-82.59,41.14,59586,1313.26,45.403,926,22,171,49.59,17.098,0.259,7.93,842.833374,7.876500685,0.29,473,516,475,373,297,470,648,603,801,837,867,904,1392,1352,1261,712,706,694,833,996,1198,1529,2278,2162,2193,2386,2217,2383,2561,2316,2200,2281,2139,2064,2204,,,,,,,,,,,,,
2083,Jackson,Ohio,1981,1970,-82.62,39.01,33268,1102.11,30.147,1045,17,214,15.12,56.335,0.01,7.352,1254.833252,75.43362196,12.59,735,812,1001,998,1566,1735,1883,3767,1865,1901,2407,2960,3039,4159,4013,4117,4753,3433,2286,3644,3988,4813,4064,4334,3749,4196,3654,4157,4385,3491,3233,3418,2769,2560,3194,,,,,,,,,,,,,
2084,Jefferson,Ohio,NA,1950,-80.76,40.38,69614,1038.6,67.118,990,18,197,27.72,54.916,0.006,9.979,1319,79.80737808,18.86,945,1102,1388,1715,1770,1515,2436,2564,2564,2884,3819,4041,4125,5159,5365,4239,3534,2367,2767,4414,4740,6538,5077,5939,5349,5743,5461,5831,5887,4880,4119,4121,3286,2565,2663,,,,,,,,,,,,,
2085,Knox,Ohio,1980,1940,-82.42,40.4,60988,1414.64,43.065,1008,21,188,41.65,29.953,0.006,8.292,957.666687,130.1037912,13.93,1248,1431,1725,1938,1949,2011,2145,3494,1678,2079,2583,2371,2746,3783,3707,3509,3207,2305,2200,2598,4918,5997,5318,5918,6238,6723,6686,7223,7173,6336,5374,5256,4529,4193,4465,,,,,,,,,,,,,
2086,Lake,Ohio,NA,1950,-81.23,41.69,230101,615.92,373.49,989,17,183,43.65,39.28,0.04,38.348,1042.333374,72.58743316,21.48,29,52,51,48,83,88,107,238,215,265,300,384,397,613,702,802,767,568,643,865,823,940,929,964,759,880,862,901,852,783,836,1001,794,897,908,,,,,,,,,,,,,
2087,Lawrence,Ohio,NA,1920,-82.54,38.59,62380,1208.53,51.674,1082,16,232,7.47,67.416,0.268,8.069,1403.333374,36.81725817,15.13,203,253,272,315,414,513,629,870,1027,1309,1853,1929,2276,2748,2884,2855,2986,2704,1841,2748,2828,3188,2584,2840,2736,3012,2969,3123,2961,2843,2959,2661,2238,1792,2113,,,,,,,,,,,,,
2088,Licking,Ohio,1980,1940,-82.48,40.09,166701,1796.99,92.65,1017,20,194,36.02,30.805,0.008,10.378,911.5,97.75908665,15.52,1281,1400,1632,1929,1783,1887,2355,3241,2113,2222,2823,2820,3057,4228,4112,3888,3664,2415,4357,4395,4710,5591,5576,5811,6168,6965,7523,7967,8590,7822,7276,6887,5711,5287,5364,,,,,,,,,,,,,
2089,Logan,Ohio,1919,1950,-83.76,40.39,45805,1237.77,37.049,930,21,172,42.43,16.311,0.001,8.936,875.666687,22.17742187,1.01,261,398,463,490,519,626,896,1024,1059,1087,1391,1179,1415,1696,1709,1508,798,720,815,1050,1131,1959,2040,1893,1987,2209,2237,2224,2514,2315,2284,2078,1917,1886,2071,,,,,,,,,,,,,
2090,Lorain,Ohio,1956,1940,-82.15,41.3,301449,1317.94,228.657,915,18,178,47.45,25.288,0.012,23.05,866,28.38139837,16.84,179,240,352,293,281,294,346,540,597,663,859,877,940,1129,1211,1168,1175,845,1006,1316,1437,1634,1791,1868,1963,2483,2394,2466,2603,2744,2424,2446,2343,2403,2458,,,,,,,,,,,,,
2091,Lucas,Ohio,1942,1950,-83.65,41.62,441468,883.36,500.156,843,20,156,43.48,17.159,0.024,30.75,828.333374,46.49206017,0.64,109,99,79,84,91,110,127,161,182,224,224,243,318,369,437,495,594,440,502,654,520,777,733,760,625,851,714,855,829,679,707,674,736,655,759,,,,,,,,,,,,,
2092,Madison,Ohio,1940,1970,-83.4,39.89,43446,1233.08,35.225,966,20,183,36.65,5.074,0.002,5.453,833,22.98580602,9.17,27,31,43,54,77,108,166,211,383,417,492,444,602,735,639,443,262,201,299,371,379,417,601,553,524,592,510,607,659,592,550,443,451,493,497,,,,,,,,,,,,,
2093,Mahoning,Ohio,1985,1920,-80.78,41.01,238310,1083.35,220.449,946,19,178,44.2,32.116,0.042,24.705,927.666687,50.0751791,1.02,129,146,183,181,233,337,375,430,559,624,706,795,926,1077,1212,1005,806,667,807,1057,984,1255,1501,1512,1316,1681,1741,1808,1900,1930,1890,2015,2207,1991,1835,,,,,,,,,,,,,
2094,Marion,Ohio,1941,1940,-83.16,40.59,66482,1047.38,63.493,932,22,173,41.24,7.914,0.039,9.113,837.666687,17.19776762,10.05,166,243,224,217,227,267,312,361,570,601,758,592,653,864,659,550,292,256,306,442,496,560,571,720,729,841,881,806,924,964,830,897,833,819,892,,,,,,,,,,,,,
2095,Medina,Ohio,1980,1970,-81.89,41.12,172592,1117.77,154.175,947,18,182,52.15,29.011,0.018,19.917,879.166626,64.00556475,6.29,110,110,209,157,166,245,260,416,372,514,644,688,788,913,1094,1065,940,636,771,981,921,1159,1268,1392,1499,1830,1864,2047,2143,2122,2031,1954,1939,2013,1872,,,,,,,,,,,,,
2096,Meigs,Ohio,NA,1940,-82.03,39.08,23745,1099.62,21.617,1043,16,217,12.24,59.779,0.062,7.076,1366.333374,50.73894717,27.65,2054,2201,2560,2985,2745,2783,2799,4108,2373,2566,3210,3561,3642,4502,4559,4219,4963,3972,4473,4179,4219,4237,4078,4673,4206,4676,4482,4601,4821,3975,4000,3815,3336,3125,3592,,,,,,,,,,,,,
2097,Mercer,Ohio,1980,1950,-84.62,40.54,40793,1257.68,32.452,901,21,167,41.38,4.87,0.001,7.689,812.833374,25.26249815,12.61,79,80,95,100,78,93,185,236,380,373,369,323,462,486,468,276,251,211,222,270,330,411,512,455,510,607,687,627,683,652,625,800,625,583,603,,,,,,,,,,,,,
2098,Miami,Ohio,1985,1950,-84.22,40.05,102461,1053.66,97.286,951,20,183,35.5,10.092,0.018,11.559,855.166626,21.70268099,12.98,35,70,62,97,93,170,242,287,443,470,524,572,570,737,652,541,324,295,338,417,510,567,504,591,547,596,707,769,812,865,827,957,881,835,833,,,,,,,,,,,,,
2099,Monroe,Ohio,NA,1950,-81.08,39.72,14590,1165.25,12.566,1063,17,213,19.49,66.822,0.029,7.02,1401.333374,104.2704738,8.81,954,1118,1408,1645,1616,1839,2055,3394,2219,2296,2900,3247,3207,3832,4075,3568,3290,2171,2403,3560,3901,5048,3760,5054,4390,4880,4178,5120,5106,3991,3727,3464,2625,2162,2598,,,,,,,,,,,,,
2100,Montgomery,Ohio,1981,1950,-84.29,39.75,535059,1227.29,436.044,985,18,194,28.5,17.855,0.365,34.281,898,19.39093784,34.08,18,20,16,29,34,62,82,116,195,191,241,297,320,450,604,499,481,303,340,352,358,422,405,377,443,463,551,536,640,663,676,802,687,780,684,,,,,,,,,,,,,
2101,Morgan,Ohio,1985,1940,-81.85,39.62,15025,1090.23,13.808,1018,18,202,18.34,59.27,0.006,6.532,1287.666748,63.79223309,12.75,1631,1567,1686,2091,1879,1868,1937,3000,1681,1664,1911,2302,2539,2673,3521,3552,3931,3704,3788,3283,3513,4401,3900,4234,3838,4272,3853,3932,4107,3724,3513,3566,3080,2822,3096,,,,,,,,,,,,,
2102,Morrow,Ohio,1980,1920,-82.79,40.52,34793,1076.96,32.338,987,22,182,44.85,20.995,0.009,6.795,889.666687,14.16002887,27.26,418,390,440,343,359,456,740,780,692,739,948,939,1144,1526,1215,1270,1192,941,985,898,1098,1899,1874,1632,1887,2074,2098,2196,2345,2143,1898,1924,1549,1537,1437,,,,,,,,,,,,,
2103,Muskingum,Ohio,1949,1950,-81.94,39.96,86142,1737.04,49.552,988,20,192,24.73,46.414,0.037,8.942,1067.333374,102.8183281,4.47,2423,2768,2975,3556,3283,3330,3332,5001,2952,3009,3395,3765,4412,5797,5895,5517,5867,5939,6143,5415,5935,6954,6447,7147,6793,7386,6857,7245,7863,7127,6631,6417,5547,4750,4966,,,,,,,,,,,,,
