OBJECTID,NAME,state,coyote_year,coyote_year_recl,coyote_James,dif_betw_James_agencies,xcoord,ycoord,yr.since.coy.1980,yr.since.coy.1985,yr.since.coy.1990,yr.since.coy.1995,yr.since.coy.2000,yr.since.coy.2005,yr.since.coy.2010,yr.since.coy.2014,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2014,pop.growth.2005.2010,WHITE,BLACK,MED_AGE,Area_sqkm,Pop.dens.2010,BIO5_median,BIO6_median,BIO7_median,BIO12_median,BIO15_median,BIO17_median,altitude,snow_mean,OPEN_WATER.1992,LOW_INTENS.1992,high.developed.1992,DECIDUOUS_.1992,EVERGREEN.1992,MIXED_FORE.1992,SHRUBLAND.1992,grass.pastures.1992,ROW_CROPS.1992,WOODY_WETL.1992,HERBACEOUS_WETL.1992,water.2001,devel.21.22.2001,devel.23.24.2001,decidious.f.2001,evergreen.2001,mixed.f.2001,shrub.2001,grass.pastures.2001,crops.2001,woody.wetlands.2001,herbaceous.wetlands.2001,water.2006,devel.21.22.2006,devel.23.24.2006,decidious.f.2006,evergreen.2006,mixed.f.2006,shrub.2006,grass.pastures.2006,crop.2006,woody.wetlands.2006,herbaceous.wetlands.2006,tree.canopy_mean.2011,water.2011,decidious.f.2011,evergreen.2011,mixed.f.2011,shrub.2011,grass.pasture.2011,crops.2011,woody.wetl.2011,herbaceous.wetlands.2011,devel.21.22.2011,devel.23.24.2011,NPPmedian,NPPstdev,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
2066,Fairfield,Ohio,1985,1985,1970,-15,-82.63,39.74,0,0,5,10,15,20,25,29,93678,96404,103468,114410,123485,138745,146351,150381,1.010731197,131830,8702,38,1345.49,108.627,291,-81,372,998,20,191,284.12,31.77,0.7,2.18,0.98,22.45,1.16,0.47,0,28.98,40.72,0.07,0.05,0.74,10.6,1.26,25.57,0.84,0.01,0.26,14.99,44.5,0.25,0,0.743,10.596,1.261,25.566,0.845,0.013,0.258,14.986,44.503,0.246,0.005,24.333,0.755,25.337,0.832,0.012,0.257,14.817,43.938,0.242,0.005,11.258,1.558,910,102.7199918,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,295,334,348,322,368,393,425,398,518,489,545,712,770,838,791,750,721,832,922,1088,1114,1174,1059,1076,1183,1156,1101,1238,1117,1015,1007,839,782,843,
2090,Lorain,Ohio,1956,1960,1940,-16,-82.15,41.3,24,29,34,39,44,49,54,58,274909,268298,271126,281085,285095,294873,301449,304216,1.004420962,255410,25799,40,1317.94,228.657,285,-81,365,915,18,178,241.33,47.45,2.05,6.05,3.73,26.05,0.9,0.11,0,25.21,30.57,3.5,0.34,2.17,21.68,3.21,20.54,0.35,0.01,0.12,13.6,29.51,7.81,0.02,2.166,21.684,3.215,20.541,0.353,0.014,0.119,13.601,29.514,7.812,0.018,25.288,2.18,19.26,0.338,0.012,0.167,12.971,28.884,7.592,0.035,23.05,4.525,866,28.38139837,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,120,141,127,108,125,143,193,200,250,279,296,333,385,349,365,351,363,428,511,526,646,717,733,780,879,867,876,904,983,868,862,828,914,958,
377,Santa Rosa,Florida,1988,1990,1970,-18,-87.01,30.73,0,0,2,7,12,17,22,26,55988,67360,81961,101882,118360,141132,151372,163422,1.014107537,132920,8205,39.1,2794.75,54.163,324,40,286,1584,21,306,45.52,1.62,2.6,0.52,1.08,6.87,34.19,15.11,0,5.34,9.95,12.97,1.26,2.72,9.83,0.53,0.28,40.5,1.07,6.92,7.43,9.29,16.18,1.42,2.724,9.826,0.533,0.275,40.501,1.068,6.918,7.431,9.286,16.184,1.415,52.836,2.726,0.26,33.239,0.904,14.963,6.695,9.117,16.04,1.422,10.124,0.823,1530.166748,191.2921103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,3260,4360,8187,5047,6047,263,400,512,528,,
1891,Alamance,North Carolina,1998,2000,1980,-18,-79.4,36.04,0,0,0,0,2,7,12,16,99319,102524,108213,118796,131423,139311,151528,155792,1.016954439,107420,28369,38.5,1113.37,135.742,315,-26,342,1139,11,252,189.44,4.87,1.17,6.12,3.37,33.56,14.52,10,0,20.3,9,0.46,0.15,1.35,14.65,2.32,33.66,8.07,2.3,1.62,34.62,0.68,0.31,0.01,1.354,14.65,2.32,33.662,8.066,2.296,1.62,34.624,0.685,0.31,0.013,53.223,1.347,32.177,7.346,2.123,2.46,35.234,0.661,0.31,0.02,15.195,2.749,1121.333374,127.0154292,,,,,,,,,,,,,,,,,,,,,,,52,63,70,93,81,120,170,181,217,254,259,342,341,426,560,585,745,755,823,876,766,860,950,926,707,800,610,859,779,903,945,1017,1041,962,1073,968,937,943,921,963,
1794,Union,New Jersey,2000,2000,1980,-20,-74.31,40.65,0,0,0,0,0,5,10,14,504094,505826,493819,507430,523124,526161,537661,552939,1.004333563,329052,118313,37.9,279.43,1919.97,298,-62,361,1208,11,265,40.26,22.22,2.07,43.49,32.35,7.74,0.38,5.61,0,0.46,0.36,2.83,1.55,1.75,48.23,31.78,9.22,0.05,1.42,0.4,0.36,0.05,4.13,2.16,1.75,48.228,31.783,9.22,0.046,1.419,0.399,0.359,0.053,4.134,2.164,28.415,1.731,9.077,0.042,1.414,0.38,0.347,0.053,4.066,2.146,47.427,32.818,3060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,17,5,1,11,6,8,4,6,8,8,6,3,6,7,21,13,14,21,
1855,Madison,New York,1965,1965,1940,-25,-75.67,42.92,15,20,25,30,35,40,45,49,65150,66509,69166,70182,69450,71471,73439,72369,1.005447455,69740,1350,39.5,1700.53,43.188,257,-119,377,1083,13,217,377.03,90.63,1.38,1.33,0.73,34.06,3.6,18.89,0,28.27,9.87,1.48,0.03,1.6,4.23,0.34,33.13,5.27,2.13,7.73,22.82,16.29,5.9,0.6,1.6,4.232,0.34,33.128,5.268,2.133,7.731,22.82,16.289,5.903,0.604,39.686,1.601,33.092,5.208,2.122,7.702,22.807,16.347,5.903,0.621,4.233,0.401,940.666687,93.23117644,605,586,400,341,154,158,219,376,382,406,383,481,432,672,801,731,498,538,602,913,1132,1063,939,810,969,1190,1404,1704,1771,1669,1558,1673,1840,2133,1867,1610,1778,1781,2107,1665,1274,1541,1354,1638,1670,1777,1912,1706,1555,1405,1123,1295,1406,1579,1813,2059,2274,2263,2372,2403,2376,1943,
1856,Monroe,New York,1975,1975,1950,-25,-77.69,43.15,5,10,15,20,25,30,35,39,702238,704672,713968,733643,738979,738506,744389,749857,1.001588164,566535,113171,38.3,1726.8,431.054,276,-91,366,803,16,152,151.48,65.25,1.76,13.37,5.08,18.29,0.08,4.47,0,38.59,12.12,0.59,0.22,1.95,24.43,5.55,13.41,0.47,3.52,1.47,22.39,16.43,8.3,1.63,1.947,24.426,5.548,13.411,0.471,3.518,1.47,22.395,16.427,8.299,1.629,30.068,1.905,13.055,0.458,3.427,1.416,21.787,16.047,8.224,1.623,25.119,6.478,854.166626,68.1009627,127,119,129,106,97,39,74,85,119,153,138,166,105,113,154,165,137,180,187,196,282,265,268,249,281,349,555,551,668,727,720,651,807,1050,960,1127,1253,1270,1492,1368,1263,1461,1546,1637,1708,1665,1900,1873,1974,1907,1624,1593,1695,1803,1762,1621,1705,1830,2017,2049,1933,1660,
1863,Ontario,New York,1965,1965,1940,-25,-77.3,42.86,15,20,25,30,35,40,45,49,88909,92204,95101,98816,100106,104259,108116,109707,1.007291764,101078,2432,42.1,1709.69,63.129,272,-94,367,839,20,148,282.52,65.51,3.04,1.78,0.85,29.22,0.56,7.09,0,38.38,16.58,0.67,0.32,3.14,7.72,0.68,20.46,1.53,5.33,3.54,29.38,22.14,4.93,0.76,3.142,7.721,0.681,20.459,1.528,5.326,3.54,29.382,22.142,4.931,0.763,27.313,3.158,20.404,1.52,5.302,3.541,29.081,22.063,4.925,0.745,7.999,0.864,831.333313,132.2605436,401,538,706,511,412,261,379,449,628,737,732,839,756,817,933,929,836,864,902,901,1047,874,875,941,881,1172,1434,1382,1502,1817,1619,1320,1478,1923,1993,2119,2075,2243,2420,2289,2119,2923,2598,3023,3085,2961,3192,3230,3365,2968,2488,2082,2169,2257,2218,2042,2229,2638,2754,3042,2810,2822,
1877,Schuyler,New York,1975,1975,1950,-25,-76.87,42.4,5,10,15,20,25,30,35,39,17686,17990,18662,19128,19232,18880,18330,18479,0.994104627,17803,159,44.2,893.81,20.522,266,-105,371,871,21,152,405.92,58.34,3.8,0.72,0.23,41.35,2.03,21.01,0,26.97,2.94,0.27,0.34,3.92,3.95,0.21,34.08,4.2,12.25,6.9,22.37,8.44,2.81,0.81,3.919,3.951,0.209,34.081,4.203,12.255,6.903,22.372,8.445,2.812,0.807,45.293,3.952,34.147,4.135,12.203,6.91,22.286,8.512,2.809,0.794,3.937,0.229,969.666687,102.1993627,333,431,404,422,348,279,394,460,508,558,620,614,558,620,649,690,539,562,585,722,934,764,642,719,793,848,1036,974,1014,1063,975,804,941,1258,1174,1241,1257,1460,1487,1293,893,1246,1180,1393,1364,1438,1628,1629,1547,1282,913,993,983,1023,1006,1178,1275,1303,1212,1263,1156,1075,
2079,Highland,Ohio,1985,1985,1960,-25,-83.6,39.18,0,0,5,10,15,20,25,29,33477,33828,35728,38691,41019,42967,43554,43045,1.002717519,42042,604,39,1438.88,30.294,290,-68,357,1065,18,219,303.49,27.4,0.92,0.94,0.21,21.43,0.52,0.09,0,36.72,37.56,0.15,0.06,0.88,5.66,0.36,28.97,0.86,0.36,0.76,18.71,41.99,0,0.02,0.876,5.664,0.36,28.971,0.857,0.358,0.755,18.708,41.994,0.001,0.022,25.936,0.925,28.552,0.825,0.357,0.695,19.239,41.838,0.002,0.023,5.706,0.413,904.833374,59.03642062,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,162,220,243,235,315,367,403,455,505,556,520,605,732,751,655,634,475,613,685,915,990,1115,1033,1045,1184,1142,1091,1205,1222,1194,1211,1013,1047,1127,
2046,Ashland,Ohio,1980,1980,1950,-30,-82.27,40.84,0,5,10,15,20,25,30,34,46178,46572,47507,50581,52502,53048,53127,53035,1.000297666,51692,398,39.2,1082.79,49.076,279,-90,369,966,21,178,344.97,47.1,0.84,1.05,0.55,29.95,1.93,0.38,0,29,34.31,0.69,0.3,0.88,8.19,0.74,31.48,1.57,0.02,0.23,14.76,40.27,0.99,0.02,0.878,8.187,0.74,31.484,1.569,0.022,0.23,14.763,40.265,0.995,0.019,29.456,0.892,31.292,1.57,0.022,0.253,14.853,40.188,0.993,0.036,8.212,0.841,871.333313,8.376376715,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,210,259,238,247,307,415,327,363,428,439,412,556,610,585,527,469,437,502,650,717,777,1114,1107,1160,1322,1222,1201,1234,1211,1094,1115,1000,1022,1147,
2047,Ashtabula,Ohio,1980,1980,1950,-30,-80.75,41.71,0,5,10,15,20,25,30,34,104215,100761,99880,101821,102705,102638,101429,99175,0.997632968,94041,3586,41,1880.2,53.982,272,-91,363,1027,17,189,276.45,56.01,3.11,1.97,1.23,35.7,0.57,0.37,0,19.66,19.26,14.77,2.61,3.22,9.44,0.87,41.48,0.34,0.02,2.12,12.37,24.69,4.79,0.05,3.221,9.439,0.871,41.483,0.341,0.017,2.124,12.371,24.691,4.787,0.047,42.261,3.229,40.125,0.374,0.018,2.684,12.789,24.655,4.669,0.25,9.566,1.02,1044.333374,75.57345486,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,269,316,301,361,488,545,672,828,816,823,934,852,1006,1064,924,866,694,944,1116,1239,1544,1797,1745,1633,1968,1760,2043,1717,1647,1583,1625,1522,1475,1669,
2055,Clark,Ohio,1980,1980,1950,-30,-83.78,39.91,0,5,10,15,20,25,30,34,150236,147075,147538,147289,144605,141367,138193,136554,0.99546868,119440,12128,40.5,1043.08,132.62,289,-81,370,978,20,185,320.31,36.24,1.24,4.6,2.85,9.19,0.08,0.01,0,17.51,60.58,0.31,0.06,1.42,15.02,2.23,7.53,0.1,0.02,0,12.24,59.85,0,0.27,1.417,15.018,2.231,7.528,0.095,0.02,0,12.244,59.85,0.001,0.27,12.742,1.461,7.495,0.095,0.02,0,12.209,59.397,0.001,0.266,15.061,2.632,888.833313,27.35773368,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,43,51,60,70,105,152,163,183,247,247,222,228,335,301,238,202,246,260,318,297,383,348,311,381,428,399,355,405,377,377,364,328,301,348,
2062,Darke,Ohio,1980,1980,1950,-30,-84.61,40.13,0,5,10,15,20,25,30,34,55096,53545,53617,53792,53291,53200,52968,52196,0.999126294,51783,238,40.8,1575.88,33.606,290,-88,378,945,20,179,315.84,40.29,0.14,0.69,0.48,5.44,0.02,0,0,8.03,83.01,0.28,0.04,0.17,7.14,0.63,4.9,0,0,0.01,4.6,80.83,0.01,0.13,0.174,7.138,0.63,4.897,0.003,0.004,0.005,4.6,80.83,0.009,0.125,6.043,0.171,4.891,0.003,0.005,0.005,4.58,80.66,0.01,0.125,7.211,0.729,836.166687,18.03422429,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,44,35,41,55,82,103,130,156,159,171,172,217,249,194,157,134,156,170,198,206,254,275,259,264,305,334,295,337,331,314,334,205,269,295,
2064,Delaware,Ohio,1980,1980,1950,-30,-83,40.28,0,5,10,15,20,25,30,34,53840,58010,66929,82849,111759,149153,175250,189113,1.032773788,156328,5837,37.2,1238.75,140.637,290,-86,375,959,21,180,291.5,36.43,2.58,1.91,1.06,19.92,0.26,0.04,0,17.09,53.79,0.57,0.37,3.09,14.33,2.37,18.37,0.18,0.01,0.31,12.67,47.25,0.2,0.03,3.085,14.334,2.369,18.369,0.179,0.009,0.315,12.669,47.245,0.205,0.034,16.223,3.114,17.628,0.176,0.009,0.282,11.775,46.092,0.201,0.034,16.161,3.328,895.333313,17.96570706,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,191,197,212,190,207,265,289,301,373,322,394,412,537,520,485,460,398,469,548,632,725,817,672,737,831,793,762,829,764,642,716,549,620,651,
2067,Fayette,Ohio,1980,1980,1950,-30,-83.46,39.56,0,5,10,15,20,25,30,34,27467,27301,27466,28258,28495,28695,29043,28800,1.002413828,27471,586,39.4,1061.91,27.338,287,-73,360,1002,19,195,298.38,33.74,0.17,0.8,0.54,4.21,0.05,0.01,0,13.31,79.47,0.01,0.01,0.22,5.97,0.47,3.4,0.04,1.54,0,5,82.04,0.04,0.02,0.22,5.966,0.47,3.4,0.042,1.544,0.004,4.999,82.039,0.037,0.016,4.906,0.247,3.312,0.041,1.472,0.003,5.177,81.599,0.038,0.016,6.051,0.772,833.166626,15.76845956,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,26,43,40,58,79,115,105,144,138,167,159,218,237,224,167,100,141,165,170,149,149,262,182,186,188,199,180,222,179,143,138,159,172,166,
2069,Fulton,Ohio,1980,1980,1950,-30,-84.12,41.6,0,5,10,15,20,25,30,34,37751,37833,38498,40527,42104,42897,42669,42580,0.998934721,40538,183,39.9,1067.85,39.985,288,-93,381,863,20,160,223.71,48.21,0.21,0.98,0.7,4.96,0.31,0.02,0,10.53,79.03,1.75,0.13,0.29,7.92,1.07,5.68,0.32,0,0,2.44,79.85,0.92,0.09,0.292,7.924,1.068,5.678,0.321,0.001,0,2.437,79.849,0.916,0.086,7.136,0.304,5.638,0.271,0.001,0.002,2.493,79.616,0.922,0.098,7.987,1.25,803,11.58086617,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,83,95,116,106,134,152,182,223,212,177,150,262,278,224,223,183,260,215,252,247,266,303,301,371,390,380,371,413,395,324,403,307,310,344,
2076,Hardin,Ohio,1980,1980,1950,-30,-83.65,40.66,0,5,10,15,20,25,30,34,32719,31516,31111,31719,31952,31983,32065,31796,1.000512247,30990,259,34.6,1226.41,26.14,290,-88,379,910,22,170,297.92,46.23,0.11,0.66,0.31,7.03,0.02,0.01,0,10.73,79.46,0.38,0.04,0.13,6.6,0.41,6.84,0.02,0,0,5.66,78.94,0.01,0.15,0.131,6.599,0.406,6.838,0.016,0.001,0,5.664,78.935,0.008,0.151,7.837,0.144,6.83,0.016,0.001,0,5.624,78.877,0.01,0.182,6.587,0.467,826.166626,17.27160675,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,103,103,124,94,125,185,258,261,248,284,218,293,339,287,185,167,225,285,285,355,416,384,502,488,560,508,462,604,490,406,493,390,462,489,
2097,Mercer,Ohio,1980,1980,1950,-30,-84.62,40.54,0,5,10,15,20,25,30,34,38334,38473,39443,40695,40913,40967,40793,40831,0.999149089,39761,101,39.3,1257.68,32.452,293,-90,383,901,21,167,269.06,41.38,3.73,0.83,0.56,4.94,0.01,0,0,8.73,79.11,0.23,0.12,3.76,7.69,0.83,4.09,0,0,0.01,5.1,76.4,0.18,0.42,3.759,7.686,0.829,4.088,0.001,0.001,0.005,5.095,76.396,0.176,0.418,4.87,3.774,4.081,0.001,0.001,0.005,5.121,76.2,0.181,0.418,7.689,0.976,812.833374,25.26249815,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,40,52,61,57,75,99,140,149,128,123,127,149,150,140,109,108,94,124,140,167,185,209,196,219,250,278,233,256,244,228,282,203,214,236,
2105,Ottawa,Ohio,1980,1980,1950,-30,-83.17,41.53,0,5,10,15,20,25,30,34,40076,39557,40029,40466,40983,41629,41381,41154,0.998805673,39968,324,46.2,641.85,64.545,288,-85,373,852,22,154,177.75,47.41,9.03,1.37,1.68,4.71,0.06,0,0,12.87,64.1,2.19,2.4,7.38,10.18,1.81,2.56,0,0,0,2.57,63.19,0.04,10.63,7.382,10.176,1.814,2.562,0.002,0,0,2.57,63.191,0.041,10.629,5.622,7.417,2.564,0.002,0,0.002,2.567,63.068,0.059,10.569,10.115,2.043,820.666687,15.75595126,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,17,14,19,23,36,45,69,86,76,70,103,95,122,99,96,91,101,123,131,142,167,147,151,177,183,172,178,177,180,169,156,190,171,
2106,Paulding,Ohio,1980,1980,1950,-30,-84.57,41.11,0,5,10,15,20,25,30,34,21302,20677,20488,20405,20251,19810,19581,18989,0.997677271,18767,173,40,1100.41,17.824,292,-98,389,866,21,158,220.66,48.22,0.59,0.53,0.2,5.45,0.02,0,0,6.03,85.22,0.21,0.01,0.86,6.76,0.36,4.17,0,0,0,1.19,84.22,0.56,0.16,0.864,6.758,0.362,4.167,0.001,0.002,0.001,1.186,84.223,0.562,0.164,5.024,0.938,4.162,0.001,0.002,0.002,1.184,84.112,0.563,0.165,6.743,0.43,813.166687,18.22629705,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,74,75,81,86,128,169,175,195,177,206,177,217,178,179,150,151,166,192,194,178,271,337,242,310,376,321,383,370,463,380,393,319,389,391,
2109,Pike,Ohio,1980,1980,1950,-30,-83.07,39.07,0,5,10,15,20,25,30,34,22802,23650,24249,26493,27688,28299,28692,28256,1.002762182,27729,258,39.2,1140.84,25.165,295,-69,364,1038,17,212,256.56,16.59,0.71,0.45,0.68,63.86,0.97,0.27,0,21.4,10.2,0.04,0.07,0.69,5.54,1.01,57.66,1.78,0.06,3.77,18.67,9.55,0.01,0,0.694,5.538,1.009,57.657,1.778,0.058,3.771,18.674,9.547,0.009,0,58.248,0.687,55.632,1.671,0.053,4.306,20.052,9.614,0.008,0,5.591,1.069,1226.333374,92.64429026,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,183,240,318,270,317,430,455,442,526,582,673,743,856,873,849,906,781,795,931,980,1013,1070,1009,862,1049,940,1009,1059,961,980,1029,948,878,1064,
2115,Sandusky,Ohio,1980,1980,1950,-30,-83.14,41.35,0,5,10,15,20,25,30,34,63267,61983,61963,62788,61812,61865,60882,60179,0.99680172,55579,1712,40.4,1091.48,55.836,288,-85,373,873,22,159,197.94,47.4,1.74,1.82,1.17,6.74,0.05,0,0,12.45,72.73,1.02,0.76,1.5,10.07,1.46,6.09,0.01,0,0,2.02,73.78,0.2,3.13,1.502,10.069,1.461,6.09,0.011,0.003,0,2.018,73.78,0.202,3.127,7.275,1.503,6.061,0.011,0.003,0.02,2.009,73.546,0.21,3.112,10.103,1.68,829.333313,15.01990917,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,66,70,71,65,59,111,105,138,161,166,160,192,218,189,177,168,187,199,252,228,281,318,298,301,325,306,336,357,335,322,326,322,356,365,
2116,Scioto,Ohio,1980,1980,1950,-30,-83,38.8,0,5,10,15,20,25,30,34,84545,82518,80327,80644,79168,77926,79506,77258,1.004022636,75045,2129,38.8,1624.68,48.932,297,-66,363,1056,16,224,243.22,11.52,2.11,1.08,0.83,69.29,1.73,0.68,0,15.94,6.82,0.12,0.1,1.93,6.56,1.14,62.06,1.82,0.13,2.68,14.94,7.51,0.05,0,1.933,6.562,1.139,62.059,1.822,0.125,2.676,14.943,7.515,0.045,0,62.132,1.977,61.452,1.757,0.121,2.81,15.361,7.315,0.045,0.011,6.653,1.244,1334.666626,88.26328229,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,97,133,153,157,182,220,269,283,387,504,584,639,715,917,760,786,716,774,967,1066,1111,1019,1114,941,1307,1115,1280,1172,1125,1204,1116,1103,898,1360,
2117,Seneca,Ohio,1980,1980,1950,-30,-83.12,41.12,0,5,10,15,20,25,30,34,61901,60766,59733,59665,58588,57664,56662,55669,0.996500284,53183,1305,38.8,1453.63,39.037,289,-85,373,904,22,169,247.73,47.64,0.3,1.1,0.59,8.37,0.03,0,0,17.23,70.21,0.66,0.1,0.42,7.77,0.76,7.95,0.01,0.01,0,2.71,78.85,0.12,0.05,0.416,7.768,0.756,7.955,0.012,0.006,0,2.711,78.846,0.119,0.05,8.562,0.421,7.934,0.012,0.006,0.011,2.697,78.672,0.12,0.05,7.804,0.887,826.333313,12.74998748,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,148,138,112,132,149,169,196,233,212,286,220,372,355,289,278,272,348,366,406,478,514,560,737,742,782,753,724,828,738,616,723,591,657,738,
2118,Shelby,Ohio,1980,1980,1950,-30,-84.2,40.33,0,5,10,15,20,25,30,34,43089,43574,44915,46851,48360,49044,49374,48951,1.001342123,46793,935,37.8,1063.53,46.471,288,-89,377,929,21,173,306.58,41.68,0.41,0.94,0.9,8.74,0.07,0.01,0,11.34,75.58,0.12,0.13,0.66,8.26,0.97,8.48,0.05,0.01,0,8.4,71.55,0,0.2,0.659,8.261,0.968,8.48,0.047,0.006,0,8.396,71.546,0.005,0.202,10.025,0.682,8.461,0.047,0.006,0,8.221,71.415,0.005,0.203,8.381,1.121,849,16.50060537,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,88,84,104,90,107,170,198,186,249,242,194,241,271,250,230,130,177,200,277,293,324,295,298,292,396,420,359,419,421,395,444,335,387,390,
2100,Montgomery,Ohio,1981,1985,1950,-31,-84.29,39.75,0,4,9,14,19,24,29,33,571697,568935,573809,573498,558522,546979,535059,533116,0.995603017,395272,111870,39.1,1227.29,436.044,296,-74,372,985,18,194,273.24,28.5,0.81,16.44,9.56,11.96,0.51,0.07,0,17.65,37.28,0.12,0.12,1.09,34.31,9.16,10.57,0.38,0.37,0,10.27,31.98,0.06,0.28,1.086,34.314,9.157,10.571,0.378,0.367,0.004,10.271,31.983,0.06,0.276,17.855,1.056,10.322,0.365,0.365,0.004,10.019,31.281,0.059,0.28,34.281,10.407,898,19.39093784,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,12,20,23,36,46,61,84,87,109,123,128,158,198,164,162,141,149,158,160,182,174,145,195,197,243,195,263,273,268,299,281,282,266,
1987,Wilkes,North Carolina,1994,1995,1960,-34,-81.16,36.2,0,0,0,1,6,11,16,20,58657,59848,59393,61825,65839,68104,69287,68838,1.003450208,62824,2830,42.4,2000.54,34.661,301,-45,345,1244,10,270,452.61,6.53,0.4,1.69,0.68,45.4,16.5,20.07,0,10.64,3.23,0.15,0.04,0.36,5.55,0.39,59,5.17,6.41,2.67,19.37,0.21,0.15,0,0.363,5.546,0.393,59.004,5.169,6.414,2.666,19.368,0.206,0.152,0.004,73.848,0.381,58.364,4.962,6.173,3.65,19.373,0.214,0.153,0.007,5.553,0.462,1489.666626,83.20198186,,,,,,,,,,,,,,,,,,,,,,,260,262,309,346,267,331,423,424,460,495,578,688,908,947,1078,1275,1701,1654,1723,1862,1671,1739,1676,1995,1740,1828,1669,2057,1840,2046,1977,2031,1842,2037,1501,1816,1036,1680,1536,1750,
1843,Erie,New York,1975,1975,1940,-35,-78.73,42.76,5,10,15,20,25,30,35,39,1015472,973610,968584,973927,949440,931745,918652,922835,0.997173643,735244,123931,40.4,2678.15,343.162,266,-92,359,1029,13,212,288.61,75.41,2.31,9.67,5.02,18.19,0.49,19.56,0,33.73,7.42,0.25,0.07,2.29,17.55,5.98,28.15,3.39,2.79,1.04,16.75,12.4,8.23,0.68,2.286,17.555,5.985,28.151,3.395,2.793,1.044,16.75,12.399,8.23,0.684,37.73,2.309,27.781,3.374,2.765,1.088,16.429,12.157,8.092,0.668,18.052,6.508,880,415.9801053,370,474,220,381,205,184,198,257,388,310,258,395,269,439,407,500,364,439,469,456,712,574,575,446,506,750,935,1151,1113,1093,991,1299,1317,1751,1825,2080,1999,2148,2063,1901,1691,2324,2391,2604,2786,2914,3349,3174,2962,2963,2487,2563,2482,2970,2714,2957,3097,3007,3401,3107,2967,2651,
1847,Genesee,New York,1975,1975,1940,-35,-78.19,43,5,10,15,20,25,30,35,39,59400,59152,60060,61105,60539,60068,60082,59162,1.000046609,55787,1612,41.5,1259.11,47.715,268,-95,364,878,17,165,256.3,77.7,0.45,1.1,0.75,18.9,0.11,7.09,0,47.78,21.33,1.05,0.18,0.54,6.71,0.75,12.31,0.33,1.4,1.27,26.74,30.93,15.7,2.97,0.542,6.711,0.75,12.315,0.326,1.4,1.273,26.745,30.928,15.704,2.966,28.109,0.556,12.368,0.325,1.402,1.236,26.479,31.026,15.656,2.982,6.743,0.855,801.333313,16.2990365,173,240,187,222,138,95,105,134,231,219,231,253,186,187,219,294,273,245,254,236,339,317,327,263,337,472,580,675,703,785,739,754,788,941,992,1190,1149,1141,1366,1107,983,1328,1118,1361,1443,1472,1724,1681,1685,1619,1431,1406,1505,1716,1651,1582,1793,1801,2156,2255,2160,2130,
1872,Rockland,New York,1975,1975,1940,-35,-74.03,41.15,5,10,15,20,25,30,35,39,259530,264364,265475,276649,287720,298737,312183,323866,1.008844073,228295,37058,36.6,519.61,599.85,289,-75,361,1218,9,266,134.43,32.62,11.19,29.03,8.6,17.95,3.22,25.37,0,0.3,0.17,1.35,0.3,10.9,35.62,4.15,40.71,0.65,0.22,0.17,0.83,0.47,5,0.88,10.898,35.624,4.147,40.708,0.654,0.218,0.175,0.833,0.468,4.995,0.876,49.166,10.798,38.488,0.592,0.198,0.13,0.773,0.386,4.621,0.835,35.925,6.927,1298,57.48251784,291,207,256,401,231,92,151,85,44,26,31,33,57,150,134,85,53,65,73,59,61,63,27,69,65,48,34,51,39,19,29,40,94,44,48,42,69,59,113,85,65,96,104,86,114,133,107,126,167,152,103,157,107,150,151,148,143,135,202,162,210,203,
